rating,title,min,max,desc
2.8,Data Analyst - Personal Shopping,44000,71000,"We are now seeking a talented Analyst to join the Personal Shopping and Client Relations teams based in our offices on 5th Avenue, New York. Reporting into the Senior Analyst, you will be tasked with providing insight into our client base and sales drivers through data analysis and reporting in order to enable us to monitor recurrent and ad-hoc customer activity. You Will:Reporting on Personal Shopping (PS) sales.Working closely with the PS and Client Relations teams to scope and develop regular analysis and/or reporting packs to support their activities.Working with the Global Head of Sales to provide usable insights into PS sales trends and performance and to analyse and mine the client database for growth opportunities.Enabling the implementation of client acquisition and retention initiatives by providing the required analysis, client data and follow up.Owning and maintaining the client list, providing PS activity reports and EIP (Extremely Important Person) data to other departments as required.Combining an understanding of the department's objectives and natural inquisitiveness to be able to proactively suggest analysis to add value to the business.Providing analysis to support business cases for new business initiatives.You Have:Relevant degree (specialism business, marketing, statistics), or equivalent commercial experience.Analytical background and experience of handling large data sets.Highly numerate with a strong analytical mind and advanced EXCEL skills.Experience with SQL.Ability to structure analysis to answer a business query, and to derive business insights from reports.Knowledge of Tableau is an advantage.Excellent communication skills and ability to communicate complex data clearly and confidently to both the PS team and wider business departments.Must be detail-oriented, deadline driven, and able to multi-task with solid organizational and time-management skills. Can work independently in a structured manner.Flexible attitude and ability to cope well with the demands of a rapidly growing company.Additional experience in the retail sector is a distinct advantage, though not essential.Net-A-Perks: Here are just a few of the amazing perks you will receive as an employee at the YOOX NET-A-PORTER Group: Our famous Staff discountExclusive staff salesMulti-purpose insuranceEye-care vouchersTo Apply: From the moment you walk through our doors and join the YOOX NET-A-PORTER team we are committed to making your journey with us inspirational and Evolutionary.  If you are passionate, committed and thrive in a collaborative and fast-paced environment, then please apply with a CV  YOOX NET-A-PORTER GROUP is an equal opportunities employer, if you require any reasonable adjustments to complete your application, please do not hesitate to advise us accordingly.  For further information visit: www.ynap.com | LinkedIn: YOOX NET-A-PORTER GROUP | Twitter: @YNAPSDL2017"
3.2,"Senior Manager I, Data Analyst",129000,182000,"Position DescriptionConsults with internal organizations on global strategic initiatives or multi-business initiatives in two or more functional business areasDevelops and directs one or more work streams of a cross-functional project to achieve desired resultsDevelops tools that that support decision making and business casesDrives the execution of multiple business plans and projectsEnsures business needs are being metIdentifies and influences stakeholdersPromotes and supports company policies, procedures, mission, values, and standards of ethics and integrityProvides supervision and development opportunities for associatesMinimum QualificationsBachelor of Science or Bachelor of Art and 3 years' data analytics experience OR 5 years' data analytics experience OR Master of Science or Master of Art and 1 years' data analytics experience.Additional Preferred Qualifications1 year's experience leading project teams to solve problems.1 year's experience leading teams or supervisory experience.2 years' experience using Walmart systems (for example, Clarity, REMEDY).3 years' Walmart experience leading project teams in engineering, information systems, distribution, logistics, replenishment, human resources, store operations, supply chain, transportation, strategy innovations, or customer service area.3 years' experience in retail.3 years' experience leading projects in engineering, strategy, or innovations field.3 years' experience managing multiple projects.Master's degree in Engineering, Mathematics, Computer Science, Supply Chain, or related field and 1 year experience in engineering, mathematics, computer science, supply chain, or related field.Company SummaryThe Walmart eCommerce team is rapidly innovating to evolve and define the future state of shopping. As the worlds largest retailer, we are on a mission to help people save money and live better. With the help of some of the brightest minds in technology, merchandising, marketing, supply chain, talent and more, we are reimagining the intersection of digital and physical shopping to help achieve that mission.Position SummaryPosition Description:  As part of the newly created Data Strategy and Enablement Team (DS&E), this role will be an enabler of our journey to be the worlds leading data-driven retailer. As part of this transformation, we are seeking an individual who will be responsible for leading engagement with business stakeholders to enable self service for data govenance  We are looking for a highly motivated, resourceful, team-oriented individual to lead the engagement process for Data Producers and Data Consumer functional domains. This role requires great organizational skills, attention to detail, the ability to meet tight deadlines, process transformation and hands-on experience with data value chain. The successful candidate will be able to complete complex tasks and projects quickly with little to no guidance, react with appropriate urgency to situations that require a quick turnaround and take effective action as required. Customer, process and data driven person  About the Data Strategy and Enablement Organization:  Our organization focuses on managing and delivering world-class data assets, including creating and maintaining data standards, driving policy compliance, creating partnerships, and developing pipelines and self-service tools. We empower our business to leverage data to fuel growth, driving revenue in our core and building new business model opportunities. We protect customer, associate, and partner data, ensuring privacy and security when collecting"
2.8,Data Analyst - Personal Shopping,44000,71000,"We are now seeking a talented Analyst to join the Personal Shopping and Client Relations teams based in our offices on 5th Avenue, New York. Reporting into the Senior Analyst, you will be tasked with providing insight into our client base and sales drivers through data analysis and reporting in order to enable us to monitor recurrent and ad-hoc customer activity. You Will:Reporting on Personal Shopping (PS) sales.Working closely with the PS and Client Relations teams to scope and develop regular analysis and/or reporting packs to support their activities.Working with the Global Head of Sales to provide usable insights into PS sales trends and performance and to analyse and mine the client database for growth opportunities.Enabling the implementation of client acquisition and retention initiatives by providing the required analysis, client data and follow up.Owning and maintaining the client list, providing PS activity reports and EIP (Extremely Important Person) data to other departments as required.Combining an understanding of the department's objectives and natural inquisitiveness to be able to proactively suggest analysis to add value to the business.Providing analysis to support business cases for new business initiatives.You Have:Relevant degree (specialism business, marketing, statistics), or equivalent commercial experience.Analytical background and experience of handling large data sets.Highly numerate with a strong analytical mind and advanced EXCEL skills.Experience with SQL.Ability to structure analysis to answer a business query, and to derive business insights from reports.Knowledge of Tableau is an advantage.Excellent communication skills and ability to communicate complex data clearly and confidently to both the PS team and wider business departments.Must be detail-oriented, deadline driven, and able to multi-task with solid organizational and time-management skills. Can work independently in a structured manner.Flexible attitude and ability to cope well with the demands of a rapidly growing company.Additional experience in the retail sector is a distinct advantage, though not essential.Net-A-Perks: Here are just a few of the amazing perks you will receive as an employee at the YOOX NET-A-PORTER Group: Our famous Staff discountExclusive staff salesMulti-purpose insuranceEye-care vouchersTo Apply: From the moment you walk through our doors and join the YOOX NET-A-PORTER team we are committed to making your journey with us inspirational and Evolutionary.  If you are passionate, committed and thrive in a collaborative and fast-paced environment, then please apply with a CV  YOOX NET-A-PORTER GROUP is an equal opportunities employer, if you require any reasonable adjustments to complete your application, please do not hesitate to advise us accordingly.  For further information visit: www.ynap.com | LinkedIn: YOOX NET-A-PORTER GROUP | Twitter: @YNAPSDL2017"
3.2,Data Analyst,51000,81000,"BE Innovative. BE RealPage.RealPage Outperforms! We are a leading global provider of software and data analytics to the real estate industry. Clients use our platform to improve operating performance and increase capital returns.  We are a run fast, have fun and reap rewards type of environment. RealPage offers an engaging work culture that fosters personal and career growth for our employees. We continually reinvent and evolve to meet the needs of the customers we serve through technology and vision. You can feel it in the work we do and the clients that benefit. Our unique company philosophy fosters innovation, excellence and collaboration.OverviewClickPay is a fast growing technology company. ClickPay is a market leader in Real Estate Billing and Payments. ClickPay serves the payment and billing needs of the largest multi-family, condo/coop, commercial, parking, storage owners and managers across the country from Hawaii to Maine. ClickPay’s technology integrates with leading real estate accounting software and property management programsResponsibilitiesAbility to handle multiple projects and meet client SLAs as well as daily/weekly/monthly deadlines.Ability to work independently to manage ongoing projects.Responsible for the efficient, compliant, timely and secure entry of data and data files.Work with external vendors, clients and internal business and technology staff to accurately gather data sources.Work with a ticketing system to manage open items and enter data and data files accurately.Document data file entry processes, programs and solutions as per established standards.Monitor and administer automated and manual data integration.Assess and document the structure, quality, and compliance of source data and coordinate with business and technology staff to identify and resolve issues.Assist other employees in the data and data file entry and review.QualificationsDegree with computer science background a plus.Knowledge of basic T SQL queries and or general database skills.Experience in working with technical and business teams to extract and document data integration/exchange requirements"
4.3,Data & Business Analyst,53000,84000,"What it is: As a Data & Business Analyst within our Product team, you’ll interact with clients and institutional investors to acquire, input and assure the quality of the data that feeds eVestment’s applications. You’ll also review and analyze institutional investor information gathered and distributed though the eVestment web site. You will learn how the largest institutional investors manage their assets.  You’ll be comfortable interacting with clients and institutional investors via phone and email. You’ll assist with creating easily repeatable procedures for identifying potentially inaccurate or bad data as well as assist with developing identification processes for improving validation within the data collection process.  You’ll collaborate with the eVestment's client service, product strategy, marketing, sales, and technology teams regularly. You will assist in marketing efforts, developing campaigns, analyzing prospects, and writing research content. RequirementsWhat we need: We are looking for proof of your passion for financial data or willingness to learn. A conceptual knowledge of databases is a plus. Exceptional attentiveness to detail and strong customer service skills are a must; you will be working with investors to review, analyze and input data. We want to hear about how you’ve successfully prioritized tasks and executed appropriate planning and time management strategies to achieve project objectives.  A certain degree of personal accountability, creativity, and latitude are required and encouraged. Your desire to build working knowledge of applicable financial terminology and industry best practices will help you be successful in this role and in our company. You embrace technology (Excel proficiency is just the beginning for you); creating pivot tables, using VLOOKUP is already a part of your skill set. We need excellence. This means your communication skills are stellar: polished, professional communication skills and detailed analytical skills are vital as client interaction is high. We need innovation. This means you question the status quo and love asking “What if…?” We need teamwork. This means when a colleague asks “Can someone help me with…?” you’re quick to answer “Yes.” We need humility. This means you understand about lending a hand where necessary. We need integrity. This means you deliver results with little supervision and don’t hesitate to acknowledge, own, and resolve errors you’ve made (we all make them, we just have to learn from them). Benefits eVestment is a leading fintech firm headquartered in Atlanta, Georgia with offices around the world. Our primary goal is to transform the institutional investment industry though data, insights and innovative technologies. Consistently ranked as a top workplace, our environment is fun, smart and energetic. We hire self-motivated people and provide them with exceptional opportunities for development through on-the-job learning and benefits like tuition reimbursement. From full medical to matching 401k and even pet insurance, we understand the critical work-life balance needed for success doesn’t stop inside our walls. Oh, did we mention additional perks like catered lunches every week and regular team-building activities?  If you are interested in joining the team, please submit your resume. We look forward to speaking soon."
3.4,Data Reporting Analyst II,53000,89000,"Job Summary:Under general supervision, responsible for producing reports from various sources to provide the department /division with actionable information or business intelligence. This is an intermediate level position performing basic assignments, and may require guidance. Evaluate, write, and present utilization and cost containment reports.Determine or agree upon deliverables with customer, as well as determining the resources necessary to meet those deliverables.May need to be a liaison with IT /vendor and customer.May perform appropriate analysis on data: forecasting, modeling, regression.Mine data from appropriate system and perform appropriate analysis on data.May present data and provide feedback to client and customer; making necessary recommendations where appropriate.Develop relationships with subject matter experts (SME).Seek and adopt best practices in data reporting.Perform other relevant tasks as assigned by Management.Knowledge:Strong PC skills, Excel, Access and SQLPrefer strong database management skillsUnderstanding interdependencies among dataMust be detail oriented with strong follow-up skillsProven time management skills are necessary. Must demonstrate the ability to handle multiple tasks and respond with a sense of urgency as requiredExcellent verbal and written communication skills, including the ability to communicate with internal and external customers.Ability to represent the team in cross-functional meetings and workgroup sessions to identifyEducation/Experience:High School Diploma or GED equivalent required. Bachelor's degree or relevant job experience preferred.Minimum 4 years experience in health insurance.Prefer exposure to SAS and SQL systemsPrefer 2 years data reporting experience Horizon Blue Cross Blue Shield of New Jersey is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, protected veteran status or status as an individual with a disability and any other protected class as required by federal, state or local law."
3.6,DATA ANALYST PROGRAMMER,45000,68000,"}Bronx RHIO's Informatics Center provides analysis and reporting services to over 25 member organizations, using the data from more than 60 member organizations' electronic medical record and claims data. The Data Analyst will develop, maintain, and support data tools and reports for RHIO projects. Data products will incorporate a variety of data elements from numerous contributing sources, and requires the ability to integrate and align disparate types of data into a unified output. The software tools used to do this work include python, related libraries used with python and the proprietary query language of our vender, IMAT. The overall purpose of the analyst's work is to take extremely complex data normalization processes, queries and analysis tasks and provide a cogent and user friendly output to the RHIO's end users.  Bachelor's Degree required. three years work experience. Python and/or R software language.  Experience working with large data sets (millions of rows), includes EMR, claims and other Strong knowledge of informatics principles and techniques, with a focus on healthcare/clinical/public health applications including public health and population health surveillance uses of data.Strong coding skills for data analysis. Python preferred; R is also acceptable. FHIR API knowledge preferred. Some SQL helpfulUnderstanding of database principles. Experience with NoSQL databases would be helpful.Experience working with healthcare quality metrics and/or value based payment metricsExperience operationalizing specifications against live data.Experience working in healthcare setting or with health care work flow and data useFamiliarity with health information exchange concepts and related federal standards and regulations (TEFCA)Data visualization concepts and tools (e.g. javascript) preferredKnowledge of clinical coding systems (ICD-10, CPT, HCPCS, Snomed, LOINC, medication coding systems) Department: Bronx RHIO Bargaining Unit: Non Union Campus: MOSES Employment Status: Regular Full-Time Address: 1776 Eastchester Road, BronxShift: Day Scheduled Hours: 8:30 AM-5 PM Req ID: 106830 Montefiore is an equal employment opportunity employer. Montefiore will recruit, hire, train, transfer, promote, layoff and discharge associates in all job classifications without regard to their race, color, religion, creed, national origin, alienage or citizenship status, age, gender, actual or presumed disability, history of disability, sexual orientation, gender identity, gender expression, genetic predisposition or carrier status, pregnancy, military status, marital status, or partnership status, or any other characteristic protected by law. #GDMD; N/AMission: To heal, to teach, to discover and to advance the health of the communities we serve. Vision: To be a premier academic medical center that transforms health and enriches lives.Values Define our philosophy of care, they shape our actions and motivate and inspire us to pursue excellence and achieve the goals we have set forth for the future. Our values include: HumanityInnovationTeamworkDiversityEquity"
3.7,"Data & Insights Analyst, Wirecutter",67000,109000,"Job DescriptionWirecutter is seeking a data analyst to turn passion for data into insights and tools that help shape our future and deliver on our vision to be the most trusted and loved service for figuring out what to buy. Who we are: Founded in 2011 by journalists fed up with the time and energy it takes to shop, we developed a simpler approach to giving buying advice: just tell people exactly what to get in one single guide. Through rigorous testing, research, reporting, and whatever means necessary, we create straightforward recommendations that save users from unnecessary stress, time, and effort. We then monetize these guides by enabling our users to easily purchase the products they are interested in. Who we are looking for: In recognition of our tremendous growth, we are looking for a Data and Insights Analyst to play a central role in understanding and defining how we collect, manage, and share data. The analyst collaborates with multiple internal teams to deliver strategic analyses and recommendations, generate reports, and produce tools that support our business and provide funding for our journalism.This position requires a strategic and tactical viewpoint, strong problem solving skills, and a deep sense of curiosity.  You should apply because you care deeply about making sense of complex data sets and generating insights that enable editorial and business leaders to further Wirecutter’s mission.  Last, but not least, you should love Wirecutter and love working among people filled with passion and integrity. Responsibilities:Collaborate with internal stakeholders to understand the business and develop data driven insights that are both strategic and operationalCommunicate findings effectively and translate them into recommended actions appropriate for each area of the businessCollaborate with data infrastructure team to understand the data intricacies and bring to life new automated, user-friendly toolsDesign, build, and automate dashboards in partnership with Editorial leadershipUse exploratory analysis to deeply understand Wirecutter’s audienceParticipate in and sometimes lead all phases of analytic work: from problem definition to representation of resultsFormulate insights, championing them and driving them into actionMinimum Qualifications:3-4 years relevant professional experience in an analytical roleExperience using data visualization tools (Looker, Data Studio, Tableau, etc.)Strong communication and presentation skills – written, visual, and verbalExcellent analytical reasoning and problem-solving skillsA collaborative mindset and sense of curiosity is essentialDesired Qualifications:Experience with SEO and web analyticsExperience with SQL (BQ/Oracle/PostGres/MySQL)Experience with Python or RFamiliarity with Google BigQuery or other big data environmentsExperience applying statistics to business problemsLocation: This position is based in Wirecutter’s New York City office. Benefits and Perks:Support our original, independent and reported journalism.We provide great health, dental, vision and life insurance for employees and their familiesWe support responsible retirement planning with a generous 401(k) company match.We offer a great parental leave.We are committed to career development and ongoing learning supported by a formal mentoring program as well as $8,000 annually for tuition reimbursement.We have frequent panel discussions and talks by newsmakers and industry leaders.Join a community committed to the richness of diversity, experiences and talents in the world we cover, supported by a variety of employee resource groups. #LI-SO1 The New York Times is committed to a diverse and inclusive workforce, one that reflects the varied global community we serve. Our journalism and the products we build in the service of that journalism greatly benefit from a range of perspectives, which can only come from diversity of all types, across our ranks, at all levels of the organization. Achieving true diversity and inclusion is the right thing to do. It is also the smart thing for our business. So we strongly encourage women, veterans, people with disabilities, people of color and gender nonconforming candidates to apply.The New York Times Company is an Equal Opportunity Employer and does not discriminate on the basis of an individual's sex, age, race, color, creed, national origin, alienage, religion, marital status, pregnancy, sexual orientation or affectional preference, gender identity and expression, disability, genetic trait or predisposition, carrier status, citizenship, veteran or military status and other personal characteristics protected by law. All applications will receive consideration for employment without regard to legally protected characteristics. The New York Times Company will consider qualified applicants, including those with criminal histories, in a manner consistent with the requirements of applicable state and local \""Fair Chance\"" laws."
4.1,Data Analyst,40000,65000,"Position Summary The Department of Biomedical Informatics (DBMI) at Columbia University is accelerating clinical knowledge. At DBMI, we are building the infrastructure of the future to support and enable better research and dissemination. As part of the NIH's All of Us Research Program, which is trying to build the largest and richest research data set that combines clinical and genomic data, DBMI is responsible for curating electronic health record (EHR) data from a network of health provider organizations. We have an immediate opening for a talented and self-motivated data analyst who has strength in collaborative work in a medical/healthcare setting and an interest in electronic health record research.  Current available position is grant-funded.  Columbia University's Department of Biomedical Informatics is internationally recognized as one of the best programs of its kind. Our mission is to improve health for society by focusing on discovery and impact: we develop new informatics methods, enrich the biomedical knowledge base, and enhance the health of the population. Responsibilities + Run SQL queries on EHR data to analyze data quality issues.  + Identify and communicate data quality issues with data partners  + Develop reports and visualizations around data submissions from health provider organizations  + Great communication (both verbal and written) skills and able to multitask in a fast-paced environment. Experience with Agile development a plus. Minimum Qualifications Bachelor's degree or equivalent in education and experience (computer science, data science, epidemiology, statistics, or a relevant field for analyzing large data sets), plus three years of related experience.  Other Requirements  The incumbent will work under the direction of the faculty members leading the project. He/she will work closely with the project's team, including members of other labs within the department and external partners.  The incumbent must have excellent organizational skills with attention to detail, ability to multi-task, and ability to work under deadlines. The position requires exceptional programming skills, oral and written communication skills, interpersonal skills, and experience and comfort working independently. We are seeking individuals with a passion for advancing large scale observational research.  Equal Opportunity Employer / Disability / Veteran  Columbia University is committed to the hiring of qualified local residents."
3.6,"Data Analyst, Royalties and Accounting",59000,96000,"What You'll DoWork in a team of data analysts / scientists leveraging large data sets to solve complex problems in a dynamic environmentSupport the delivery of configuration changes, testing and deployment for new product offerings and contractual requirements in our royalties and reporting systemsPerform the technical components of our monthly payable generation process ensuring the timely creation of payables, completion of quality checks, and analysis of payable outputsWork with our engineers and data scientists to support the development of system and process enhancements to support royalties calculations, product configuration and reportingWork with accounting team members to define requirements for ad-hoc data analysis and reporting, being able to work independently to propose solutions to address business needsSupport ad-hoc requests from various internal teams (Accounting, Legal, Licensing, Financial Planning, etc) as well as external music licensors that require analysis of royalties and streaming dataWork with a group of highly motivated individuals who are passionate about Spotify’s successWho You AreYou have a minimum 2 years of experience using databases and analytic tools to solve business problemsYou have a degree in mathematics, statistics, computer science or another quantitative disciplineYou have experience in the data extract, transform and load process including data cleansing and quality reviewYou have excellent verbal, written and interpersonal skills and the ability to prioritize and deliver results in a fast moving company with a wide variety of strategic initiativesYou have experience working with financial data and/or performing data reconciliations and quality assurance testingDesired SkillsSQLPython / PandasBig Query / Google Cloud PlatformTableau, Qliksense, or other visualization toolsCommand Line Operations We are proud to foster a workplace free from discrimination. We strongly believe that diversity of experience, perspectives, and background will lead to a better environment for our employees and a better product for our users and our creators. This is something we value deeply, and we encourage everyone to come be a part of changing the way the world listens to music."
4.3,Data Analyst,46000,73000,"Passionate about data? Come join us. Compass is a technology-driven real estate platform that provides comprehensive brokerage services, combining exceptional agents with thoughtfully crafted digital products to make the process of buying, selling, or renting a home intelligent, deliberate, and seamless. Compass is expanding in technology and geographic reach and looking for a Data Analyst in its Seattle office. You’ll have the opportunity to impact one of the biggest decisions that every single person across the world must make -- where to live. In particular, our Data Analyst will oversee all of the real estate and other related information underlying every one of our consumer-facing products and proprietary tools that are part of our Agent Suite. At Compass You Will Collaborate with cross-functional stakeholders to define and measure the right KPIs for each feature team and ensure those KPIs are well communicated across the organization Conduct exploratory analysis to inform product strategy and evaluate recent product releasesExplore our data through cohort analysis, funnels, regression models, and other methods to drive a better shared understanding of property listings data Help improve the Data Quality metrics by identifying data quality issues related to property listings data attributes Partner with engineering and business intelligence teams to implement, document, validate, and monitor our logging and metrics Support product feature teams by building and maintaining dashboards and visualizations that drive actionable insights. Identify opportunities to leverage data for customer benefit and collaborate with the product and engineering teams to bring those ideas to life Collaborate with 3rd party upstream data sources to quickly resolve data quality issues.Perform detailed data research and analysis; investigate, troubleshoot and resolve data quality issues.What We Look For Bachelor's degree in an analytical field is strongly preferred3+ years’ experience in a quantitative analysis role Self-driven mindset - knows not only how to answer questions, but will propose the right questions to ask Has worked with large datasets and is capable of summarizing key findings to appropriate stakeholders Very comfortable with advanced SQL and Excel/Google Sheets; experience with business intelligence tools such as Looker or Tableau is a plus Experience writing programs to aid analysis in a scripting language such as Python or R is a plus At Compass, our mission is to help everyone find their place in the world. This means we continually celebrate the diverse community different individuals cultivate. As an equal opportunity employer, we stay true to our mission by ensuring that our place can be anyone’s place.OfficeSeattleTeamEngineering"
4.2,Data Modeling Analyst,66000,91000,"Collaborate with university stakeholders to design and provide decision support for new initiatives in support of New York University’s mission. Utilize available data sources to design and develop statistical models to analyze past data and to predict future behavior. Provide quantitative analysis of various alternatives to ensure new initiatives meet operational goals. Utilize technical skills to extract and analyze data, and communication skills to present quantitative analysis to stakeholders.Required Education:Bachelor's Degree in Statistics, Mathematics, Economics, or equivalent quantitative disciplinePreferred Education:Master's Degree in Statistics, Mathematics, Economics, or equivalent quantitative discipline.Required Experience:1+ years experience with data analysis/predictive modeling in an applied context.Preferred Experience:2+ years experience with data analysis/predictive modeling in an institutional research environment. Consulting experience a plus.Required Skills, Knowledge and Abilities:Detail oriented and able to meet deadlines and manage multiple projects simultaneously. Proficiency with data analysis software a must (R, Stata, SAS, SPSS, or equivalent). Proficiency writing SQL to query databases and manipulate data; excellent written and verbal communication and presentation skills; experience using business intelligence tools (Tableau or equivalent).Preferred Skills, Knowledge and Abilities:Scripting/programming experience with data analysis software (R, Stata, SAS, SPSS, or equivalent) strongly preferred. Higher education research expertiseEOE/AA/Minorities/Females/Vet/Disabled/Sexual Orientation/Gender Identity"
3.5,Data Analyst,39000,63000,"Description T he Data Analyst (' DA ') role within the Data Strategy group at Guy Carpenter (' GC ') provides an opportunity to own the design, analysis and facilitation of data-centric workstreams across multiple innovative projects at one of the world's largest and most respected risk management and reinsurance firms . The D ata S trategy group has a ' start - up style' mandate and internal consulting role (within a $1.3 billion company) to quickly and efficiently enhance the acquisition, storage, analysis, fidelity, and monetization of massive amounts of client, internal, and third-party data across the GC organization.  As a member of the Data Strategy group, the DA will work with data scientists, data engineers, product managers, and stakeholders from other internal groups to design and improve data products with the dual mandate of (1) increasing the efficiency of the data collection and analysis process across GC and (2) driving the monetization of data via new ly designed and existing products for GC's reinsurance clients . The DA will serve in a highly strategic role, interacting with business leads and technical heads as an advisor in the data strategy domain, developing SME knowledge and providing the team with proprietary research and planning around the adoption and implementation of new data products, strategies, and techniques. ResponsibilitiesPlan, research, defend, and present workstreams critical to the advancement of the Data Strategy group's agenda, including the formulation of new strategic initiatives to tackle the implementation of data structuring and analysis products, and the generation of new revenue streams for GC's brokering and advisory servicesProvide business-side analysis and communication about new technical products currently being adopted by various groups across the organization, leading the documentation, training, and improvement around these effortsKeep up-to -date on the latest trends and innovati on in data management and how these trends apply to G C's business and data strategyContribute to the hiring efforts to continue to grow the Data Strategy group in key areasConstruct decision matrices, ROI models , or other strategic forms of analysis on complex data projectsSupport product management in the prioritization of multiple workstreams handled by the groupRespond to internal inquiries regarding the status, impact, and future of the Data Strategy group's initiativesAssist with the testing client facing interactive software products using a variety of technologiesEstablish and maintain strong relationships with internal clients Required Q ualifications 3-5 years of experience as a business analyst, consultant, or project manager for a tech-focused project or firmSignificant experience working in an Agile environment to facilitate the quick and effective fulfillment of group goalsExperience with data acquisition, including the curation of highly-usable third-party data sets and crowdsourcing technologies such as Mechanical Turk Good interpersonal skills for establishing and maintaining good internal relationships, working well as part of a team and for presentations and discussionsStrong analytical skills and intellectual curiosity as demonstrated through academic experience or work assignmentsAbility to contribute to both technical and non-technical discussionsExcellent English verbal and writing skills for complex communications with GC colleagues at all levels of the organizationGood ability to prioritize workload according to volume, urgency, etc. and to deliver on required projects in a timely fashionDesire to take ownership o f proposed and assigned tasks and to seek assistance when needed Preferred Qualifications Experience with business intelligence technologies such as PowerBI , Looker , Tableau, etc.Exposure to technologies and programming languages such as Spark, Python, R , SQL, machine learning , and /or Robotic Process Automation (RPA)Prior experience in relevant insurance/reinsurance field performing analytic analysis or experience in consulting or analysis for the financial or insurance industry Guy Carpenter & Company, LLC, a leading global risk and reinsurance specialist, has over a 90-year history of providing integrated solutions to the (re)insurance industry. With over 2,300 professionals in more than 50 offices around the world, Guy Carpenter delivers a powerful combination of broking expertise, strategic advisory services and industry-leading analytics to help our clients achieve profitable growth. As our clients' most trusted and valuable reinsurance broker and strategic advisor, we leverage our intellectual capital to anticipate and solve for a range of emerging strategic business challenges and opportunities. We embrace a culture that celebrates and promotes the many backgrounds, heritages and perspectives of our colleagues and clients. Visit ******************** for more information and follow us on LinkedIn and Twitter @GuyCarpenter  Guy Carpenter & Company, LLC and its separately incorporated operating entities around the world are part of Marsh & McLennan Companies, a publicly held company (ticker symbol: MMC).  Marsh & McLennan Companies offers competitive salaries and comprehensive benefits and programs including: health and welfare, tuition assistance, 401K, employee assistance program, domestic partnership benefits, career mobility, employee network groups, volunteer opportunities, and other programs. For more information about our company, please visit us at: ******************** We embrace a culture that celebrates and promotes the many backgrounds, heritages and perspectives of our colleagues and clients. For more information, please visit us at: *********************  Requisition #: R_******-en"
2.6,Data Analyst,50000,78000,"Come work for Net at Work ranked #29 among the worlds 501 most strategic and innovative managed service providers (MSPs) and the top Sage partner in North America!About Net at Work: For businesses that want to unleash new levels of efficiency, performance and success, Net at Work provides expert services and solutions that unlock the transformational power of technology. We combine technology and business expertise with exceptional care to build long-term, trusted relationships. Were problem-solvers and promise-keepers. Those are the twin principles upon which Net at Work was founded, and theyre what our clients tell us they value most about their relationships with us.  While we provide a variety of technology-related business services delivered by a diverse group of 200-plus dedicated professionals, we are a single, tight-knit team. We share challenges and solutions, victories and failures, valuing each team members contribution to the whole. One company, with one goal: enable our clients to unleash their potential through the transformative power of technology. Summary: Were looking for an organized, detail-oriented Data Analyst to join our Net at Work Operations team. Youll be responsible for collecting, maintaining and analyzing data that drives our day to day business as well as translating data into insights and working closely with our leadership to help guide our business strategy.  The Data Analyst will: Collect data from primary or secondary data sources and maintain databases/data systems.Utilize strong Microsoft Excel and SQL skills in order to provide high-quality data analysis.Interpret data, analyze results using statistical techniques and provide ongoing reports that effectively communicate trends, patterns and predictions using relevant data.Manage and complete time-sensitive monthly data tracking and reporting projects.Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality.Fix coding errors, investigate data anomalies and other data-related problems.Assist in building predictive systems to help catch issues before they arise and assist in building and supporting monthly financial reporting.Own the design of advanced analytics dashboards and KPI reports in our BI tool starting from requirements gathering across sales, product and senior leadership teams to the delivery of a final, polished reports in production.Use data to answer key questions about the business and deliver takeaways from data with statistical significance.Provide timely, valuable solutions for ad hoc analyses via SQL with a focus to detail on crafting scripts that can be easily manipulated to efficiently address similar future analyses.Be the go-to person for any ad-hoc data-related questions. Qualifications: 2-5 years of experience in data, consulting, analytics or a related function involving quantitative data analysis to solve problems.Technical expertise regarding data models, database design development, data mining and segmentation techniques.Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy.Proficiency in using SQL and advanced knowledge of Microsoft Excel.Experience designing reports and dashboards with data visualization tools such as Tableau and Microsoft Power BI.Experience with using an ETL management tool to collect data from various sources into analytical databases.Adept at queries, report writing and presenting findings.Data-oriented personality, great communication skills, and an excellent eye for details.Accountability is key needs to have drive, urgency and be self-motivated.BS in Mathematics, Economics, Computer Science, Information Management or Statistics is a plus. We are an AA/EOE employer.- provided by Dice"
